,PLVAR,OTYPE,OBJID,SUBTY,ISTAT,BEGDA,ENDDA,VARYF,SEQNR,INFTY,OTJID,AEDTM,UNAME,REASN,HISTO,ITXNR,CC_ID,CC_TYPE,CC_INDEX,TABNR,ODQ_CHANGEMODE,ODQ_ENTITYCNTR,LOAD_DATE
4381,01,OF,50002804,,1,2013-08-30,9999-12-31,,002,1846,OF50002804,2013-08-30,20046082,,,00000000,0000000002,RC,003,RP3-----100A00000000000000011188,,0,2019-07-29 19:49:57.263
4382,01,OF,50002804,,1,2013-08-30,9999-12-31,,003,1846,OF50002804,2013-08-30,20046082,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011189,,0,2019-07-29 19:49:57.263
4383,01,OF,50002804,,1,2013-08-30,9999-12-31,,005,1846,OF50002804,2013-08-30,20046082,,,00000000,0000000008,IC,003,RP3-----100A00000000000000011191,,0,2019-07-29 19:49:57.263
4384,01,OF,50002804,,1,2013-08-30,9999-12-31,,006,1846,OF50002804,2013-08-30,20046082,,,00000000,0000000007,IC,004,RP3-----100A00000000000000011192,,0,2019-07-29 19:49:57.263
4385,01,OF,50002804,,1,2013-09-03,9999-12-31,,001,1846,OF50002804,2013-09-03,20046082,,,00000000,0000000007,IC,002,RP3-----100A00000000000000011275,,0,2019-07-29 19:49:57.263
4386,01,OF,50002804,,1,2013-09-03,9999-12-31,,002,1846,OF50002804,2013-09-03,20046082,,,00000000,0000000009,RC,004,RP3-----100A00000000000000011276,,0,2019-07-29 19:49:57.263
4387,01,OF,50002804,,1,2013-09-03,9999-12-31,,003,1846,OF50002804,2013-09-03,20046082,,,00000000,0000000009,RC,001,RP3-----100A00000000000000011278,,0,2019-07-29 19:49:57.263
4388,01,OF,50002804,,1,2013-09-03,9999-12-31,,004,1846,OF50002804,2013-09-03,20046082,,,00000000,0000000002,RC,005,RP3-----100A00000000000000011279,,0,2019-07-29 19:49:57.263
4389,01,OF,50002805,,1,2013-08-30,2014-06-17,,001,1846,OF50002805,2014-06-18,20028613,,,00000000,0000000002,RC,002,RP3-----100A00000000000000011195,,0,2019-07-29 19:49:57.263
4390,01,OF,50002805,,1,2013-08-30,2014-06-17,,005,1846,OF50002805,2014-06-18,20028613,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011199,,0,2019-07-29 19:49:57.263
4391,01,OF,50002805,,1,2013-08-30,2014-06-17,,007,1846,OF50002805,2014-06-18,20028613,,,00000000,0000000008,IC,003,RP3-----100A00000000000000011201,,0,2019-07-29 19:49:57.263
4392,01,OF,50002805,,1,2013-08-30,2014-06-17,,008,1846,OF50002805,2014-06-18,20028613,,,00000000,0000000011,IC,004,RP3-----100A00000000000000011202,,0,2019-07-29 19:49:57.263
4393,01,OF,50002805,,1,2013-08-30,2014-06-24,,002,1846,OF50002805,2014-06-25,20028613,,,00000000,0000000002,RC,003,RP3-----100A00000000000000011196,,0,2019-07-29 19:49:57.263
4394,01,OF,50002805,,1,2013-08-30,2014-06-24,,003,1846,OF50002805,2014-06-25,20028613,,,00000000,0000000002,RC,004,RP3-----100A00000000000000011197,,0,2019-07-29 19:49:57.263
4395,01,OF,50002805,,1,2013-08-30,2015-11-16,,004,1846,OF50002805,2015-11-17,20025091,,,00000000,0000000002,RC,005,RP3-----100A00000000000000011198,,0,2019-07-29 19:49:57.263
4396,01,OF,50002805,,1,2013-08-30,9999-12-31,,000,1846,OF50002805,2013-08-30,20046082,,,00000000,0000000002,RC,001,RP3-----100A00000000000000011194,,0,2019-07-29 19:49:57.263
4397,01,OF,50002805,,1,2013-08-30,9999-12-31,,006,1846,OF50002805,2013-08-30,20046082,,,00000000,0000000007,IC,002,RP3-----100A00000000000000011200,,0,2019-07-29 19:49:57.263
4398,01,OF,50002805,,1,2014-06-18,2014-10-13,,000,1846,OF50002805,2014-10-14,20028613,,,00000000,0000000002,RC,002,RP3-----100A00000000000000015603,,0,2019-07-29 19:49:57.263
4399,01,OF,50002805,,1,2014-06-18,9999-12-31,,001,1846,OF50002805,2014-06-18,20028613,,,00000000,0000000011,IC,001,RP3-----100A00000000000000015604,,0,2019-07-29 19:49:57.263
4400,01,OF,50002805,,1,2014-06-25,2014-10-13,,001,1846,OF50002805,2014-10-14,20028613,,,00000000,0000000002,RC,004,RP3-----100A00000000000000015716,,0,2019-07-29 19:49:57.263
4401,01,OF,50002805,,1,2014-06-25,9999-12-31,,000,1846,OF50002805,2014-06-25,20028613,,,00000000,0000000002,RC,003,RP3-----100A00000000000000015715,,0,2019-07-29 19:49:57.263
4402,01,OF,50002805,,1,2014-10-14,2015-11-16,,001,1846,OF50002805,2015-11-17,20025091,,,00000000,0000000002,RC,004,RP3-----100A00000000000000017837,,0,2019-07-29 19:49:57.263
4403,01,OF,50002805,,1,2014-10-14,9999-12-31,,000,1846,OF50002805,2014-10-14,20028613,,,00000000,0000000002,RC,002,RP3-----100A00000000000000017836,,0,2019-07-29 19:49:57.263
4404,01,OF,50002805,,1,2015-11-17,9999-12-31,,000,1846,OF50002805,2015-11-17,20025091,,,00000000,0000000002,RC,004,RP3-----100A00000000000000027370,,0,2019-07-29 19:49:57.263
4405,01,OF,50002806,,1,2013-08-30,2014-01-29,,001,1846,OF50002806,2014-01-30,20028613,,,00000000,0000000005,RC,002,RP3-----100A00000000000000011205,,0,2019-07-29 19:49:57.263
4406,01,OF,50002806,,1,2013-08-30,2014-01-29,,003,1846,OF50002806,2014-01-30,20028613,,,00000000,0000000002,RC,004,RP3-----100A00000000000000011207,,0,2019-07-29 19:49:57.263
4407,01,OF,50002806,,1,2013-08-30,2014-06-17,,000,1846,OF50002806,2014-06-18,20028613,,,00000000,0000000002,RC,001,RP3-----100A00000000000000011204,,0,2019-07-29 19:49:57.263
4408,01,OF,50002806,,1,2013-08-30,2014-06-17,,002,1846,OF50002806,2014-06-18,20028613,,,00000000,0000000005,RC,003,RP3-----100A00000000000000011206,,0,2019-07-29 19:49:57.263
4409,01,OF,50002806,,1,2013-08-30,2014-06-17,,006,1846,OF50002806,2014-06-18,20028613,,,00000000,0000000008,IC,003,RP3-----100A00000000000000011210,,0,2019-07-29 19:49:57.263
4410,01,OF,50002806,,1,2013-08-30,2014-07-03,,005,1846,OF50002806,2014-07-04,20028613,,,00000000,0000000011,IC,002,RP3-----100A00000000000000011209,,0,2019-07-29 19:49:57.263
4411,01,OF,50002806,,1,2013-08-30,9999-12-31,,004,1846,OF50002806,2013-08-30,20046082,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011208,,0,2019-07-29 19:49:57.263
4412,01,OF,50002806,,1,2013-08-30,9999-12-31,,007,1846,OF50002806,2013-08-30,20046082,,,00000000,0000000007,IC,004,RP3-----100A00000000000000011211,,0,2019-07-29 19:49:57.263
4413,01,OF,50002806,,1,2014-01-30,2014-07-03,,001,1846,OF50002806,2014-07-04,20028613,,,00000000,0000000002,RC,002,RP3-----100A00000000000000013589,,0,2019-07-29 19:49:57.263
4414,01,OF,50002806,,1,2014-01-30,2016-06-13,,000,1846,OF50002806,2016-06-14,20025091,,,00000000,0000000002,RC,004,RP3-----100A00000000000000013588,,0,2019-07-29 19:49:57.263
4415,01,OF,50002806,,1,2014-06-18,9999-12-31,,000,1846,OF50002806,2014-06-18,20028613,,,00000000,0000000002,RC,001,RP3-----100A00000000000000015597,,0,2019-07-29 19:49:57.263
4416,01,OF,50002806,,1,2014-07-04,2015-11-16,,000,1846,OF50002806,2015-11-17,20025091,,,00000000,0000000002,RC,002,RP3-----100A00000000000000015888,,0,2019-07-29 19:49:57.263
4417,01,OF,50002806,,1,2014-07-04,2015-11-16,,001,1846,OF50002806,2015-11-17,20025091,,,00000000,0000000009,RC,005,RP3-----100A00000000000000015889,,0,2019-07-29 19:49:57.263
4418,01,OF,50002806,,1,2015-11-17,9999-12-31,,000,1846,OF50002806,2015-11-17,20025091,,,00000000,0000000009,RC,005,RP3-----100A00000000000000027378,,0,2019-07-29 19:49:57.263
4419,01,OF,50002806,,1,2016-06-14,9999-12-31,,000,1846,OF50002806,2016-06-14,20025091,,,00000000,0000000001,RC,004,RP3-----100A00000000000000029115,,0,2019-07-29 19:49:57.263
4420,01,OF,50002806,,1,2016-06-14,9999-12-31,,001,1846,OF50002806,2016-06-14,20025091,,,00000000,0000000001,RC,006,RP3-----100A00000000000000029116,,0,2019-07-29 19:49:57.263
4421,01,OF,50002806,,1,2016-06-14,9999-12-31,,002,1846,OF50002806,2016-06-14,20025091,,,00000000,0000000001,RC,007,RP3-----100A00000000000000029117,,0,2019-07-29 19:49:57.263
4422,01,OF,50002806,,1,2016-06-14,9999-12-31,,003,1846,OF50002806,2016-06-14,20025091,,,00000000,0000000009,RC,008,RP3-----100A00000000000000029118,,0,2019-07-29 19:49:57.263
4423,01,OF,50002807,,1,2013-08-30,2014-03-11,,000,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000009,RC,001,RP3-----100A00000000000000011212,,0,2019-07-29 19:49:57.263
4424,01,OF,50002807,,1,2013-08-30,2014-03-11,,001,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000002,RC,002,RP3-----100A00000000000000011213,,0,2019-07-29 19:49:57.263
4425,01,OF,50002807,,1,2013-08-30,9999-12-31,,002,1846,OF50002807,2013-08-30,20046082,,,00000000,0000000009,RC,003,RP3-----100A00000000000000011214,,0,2019-07-29 19:49:57.263
4426,01,OF,50002807,,1,2013-08-30,9999-12-31,,003,1846,OF50002807,2013-08-30,20046082,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011215,,0,2019-07-29 19:49:57.263
4427,01,OF,50002807,,1,2013-08-30,9999-12-31,,004,1846,OF50002807,2013-08-30,20046082,,,00000000,0000000011,IC,002,RP3-----100A00000000000000011216,,0,2019-07-29 19:49:57.263
4428,01,OF,50002807,,1,2014-03-12,2014-07-03,,006,1846,OF50002807,2014-07-04,20028613,,,00000000,0000000005,RC,006,RP3-----100A00000000000000013983,,0,2019-07-29 19:49:57.263
4429,01,OF,50002807,,1,2014-03-12,2014-07-03,,007,1846,OF50002807,2014-07-04,20028613,,,00000000,0000000011,IC,003,RP3-----100A00000000000000013984,,0,2019-07-29 19:49:57.263
4430,01,OF,50002807,,1,2014-03-12,9999-12-31,,001,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000002,RC,002,RP3-----100A00000000000000013977,,0,2019-07-29 19:49:57.263
4431,01,OF,50002807,,1,2014-03-12,9999-12-31,,002,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000002,RC,004,RP3-----100A00000000000000013978,,0,2019-07-29 19:49:57.263
4432,01,OF,50002807,,1,2014-03-12,9999-12-31,,003,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000002,RC,001,RP3-----100A00000000000000013979,,0,2019-07-29 19:49:57.263
4433,01,OF,50002807,,1,2014-03-12,9999-12-31,,004,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000002,RC,005,RP3-----100A00000000000000013980,,0,2019-07-29 19:49:57.263
4434,01,OF,50002807,,1,2014-03-12,9999-12-31,,008,1846,OF50002807,2014-03-12,20028613,,,00000000,0000000001,IC,004,RP3-----100A00000000000000013985,,0,2019-07-29 19:49:57.263
4435,01,OF,50002807,,1,2014-06-25,9999-12-31,,000,1846,OF50002807,2014-06-25,20028613,,,00000000,0000000008,RC,007,RP3-----100A00000000000000015738,,0,2019-07-29 19:49:57.263
4436,01,OF,50002807,,1,2014-07-04,9999-12-31,,000,1846,OF50002807,2014-07-04,20028613,,,00000000,0000000005,RC,006,RP3-----100A00000000000000015890,,0,2019-07-29 19:49:57.263
4437,01,OF,50002809,,1,2013-08-30,2015-11-16,,000,1846,OF50002809,2015-11-17,20025091,,,00000000,0000000002,RC,001,RP3-----100A00000000000000011218,,0,2019-07-29 19:49:57.263
4438,01,OF,50002809,,1,2013-08-30,2015-11-16,,003,1846,OF50002809,2015-11-17,20025091,,,00000000,0000000002,IC,001,RP3-----100A00000000000000011221,,0,2019-07-29 19:49:57.263
4439,01,OF,50002809,,1,2013-08-30,2016-06-05,,001,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000005,RC,002,RP3-----100A00000000000000011219,,0,2019-07-29 19:49:57.263
4440,01,OF,50002809,,1,2013-08-30,2016-06-05,,002,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000004,RC,003,RP3-----100A00000000000000011220,,0,2019-07-29 19:49:57.263
4441,01,OF,50002809,,1,2013-08-30,2016-06-05,,004,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000011,IC,002,RP3-----100A00000000000000011222,,0,2019-07-29 19:49:57.263
4442,01,OF,50002809,,1,2014-03-12,2014-07-03,,000,1846,OF50002809,2014-07-04,20028613,,,00000000,0000000002,IC,003,RP3-----100A00000000000000013988,,0,2019-07-29 19:49:57.263
4443,01,OF,50002809,,1,2015-11-17,2016-06-05,,000,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000002,RC,001,RP3-----100A00000000000000027372,,0,2019-07-29 19:49:57.263
4444,01,OF,50002809,,1,2015-11-17,2016-06-05,,001,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000002,RC,004,RP3-----100A00000000000000027373,,0,2019-07-29 19:49:57.263
4445,01,OF,50002809,,1,2016-06-06,9999-12-31,,000,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000011,IC,002,RP3-----100A00000000000000028983,,0,2019-07-29 19:49:57.263
4446,01,OF,50002809,,1,2016-06-06,9999-12-31,,001,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000005,RC,005,RP3-----100A00000000000000028984,,0,2019-07-29 19:49:57.263
4447,01,OF,50002809,,1,2016-06-06,9999-12-31,,002,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000002,RC,006,RP3-----100A00000000000000028985,,0,2019-07-29 19:49:57.263
4448,01,OF,50002809,,1,2016-06-06,9999-12-31,,003,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000007,RC,007,RP3-----100A00000000000000028986,,0,2019-07-29 19:49:57.263
4449,01,OF,50002809,,1,2016-06-06,9999-12-31,,004,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000005,RC,008,RP3-----100A00000000000000028987,,0,2019-07-29 19:49:57.263
4450,01,OF,50002809,,1,2016-06-06,9999-12-31,,005,1846,OF50002809,2016-06-06,20025091,,,00000000,0000000008,IC,004,RP3-----100A00000000000000028988,,0,2019-07-29 19:49:57.263
4451,01,OF,50002810,,1,2013-09-02,2013-09-26,,000,1846,OF50002810,2013-09-27,20032142,,,00000000,0000000002,IC,001,RP3-----100A00000000000000011225,,0,2019-07-29 19:49:57.263
4452,01,OF,50002810,,1,2013-09-02,2013-09-26,,001,1846,OF50002810,2013-09-27,20032142,,,00000000,0000000011,IC,002,RP3-----100A00000000000000011226,,0,2019-07-29 19:49:57.263
4453,01,OF,50002810,,1,2013-09-02,2013-09-26,,002,1846,OF50002810,2013-09-27,20032142,,,00000000,0000000011,IC,003,RP3-----100A00000000000000011227,,0,2019-07-29 19:49:57.263
4454,01,OF,50002810,,1,2013-09-26,2013-09-26,,000,1846,OF50002810,2013-09-27,20032142,,,00000000,0000000001,RC,001,RP3-----100A00000000000000011738,,0,2019-07-29 19:49:57.263
4455,01,OF,50002811,,1,2013-09-02,2014-05-26,,000,1846,OF50002811,2014-05-26,20032142,,,00000000,0000000004,RC,001,RP3-----100A00000000000000011236,,0,2019-07-29 19:49:57.263
4456,01,OF,50002811,,1,2013-09-02,2014-05-26,,001,1846,OF50002811,2014-05-26,20032142,,,00000000,0000000004,RC,002,RP3-----100A00000000000000011237,,0,2019-07-29 19:49:57.263
4457,01,OF,50002811,,1,2013-09-02,2014-05-26,,002,1846,OF50002811,2014-05-26,20032142,,,00000000,0000000003,IC,004,RP3-----100A00000000000000011238,,0,2019-07-29 19:49:57.263
4458,01,OF,50002812,,1,2013-09-02,2014-02-03,,000,1846,OF50002812,2014-02-04,20013183,,,00000000,0000000005,RC,001,RP3-----100A00000000000000011240,,0,2019-07-29 19:49:57.263
4459,01,OF,50002812,,1,2013-09-02,2014-02-03,,001,1846,OF50002812,2014-02-04,20013183,,,00000000,0000000005,RC,002,RP3-----100A00000000000000011241,,0,2019-07-29 19:49:57.263
4460,01,OF,50002812,,1,2013-09-02,2014-02-03,,002,1846,OF50002812,2014-02-04,20013183,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011242,,0,2019-07-29 19:49:57.263
4461,01,OF,50002812,,1,2013-09-02,2014-02-03,,003,1846,OF50002812,2014-02-04,20013183,,,00000000,0000000003,IC,002,RP3-----100A00000000000000011243,,0,2019-07-29 19:49:57.263
4462,01,OF,50002812,,1,2013-09-02,2014-02-03,,004,1846,OF50002812,2014-02-04,20013183,,,00000000,0000000009,IC,003,RP3-----100A00000000000000011244,,0,2019-07-29 19:49:57.263
4463,01,OF,50002813,,1,2013-09-03,2017-10-22,,001,1846,OF50002813,2017-10-23,20012011,,,00000000,0000000009,RC,002,RP3-----100A00000000000000011253,,0,2019-07-29 19:49:57.263
4464,01,OF,50002813,,1,2013-09-03,2017-10-22,,002,1846,OF50002813,2017-10-23,20012011,,,00000000,0000000001,RC,003,RP3-----100A00000000000000011254,,0,2019-07-29 19:49:57.263
4465,01,OF,50002813,,1,2013-09-03,2017-10-22,,009,1846,OF50002813,2017-10-23,20012011,,,00000000,0000000004,RC,004,RP3-----100A00000000000000011294,,0,2019-07-29 19:49:57.263
4466,01,OF,50002813,,1,2013-09-03,9999-12-31,,000,1846,OF50002813,2013-09-03,20046082,,,00000000,0000000005,RC,001,RP3-----100A00000000000000011252,,0,2019-07-29 19:49:57.263
4467,01,OF,50002813,,1,2013-09-03,9999-12-31,,005,1846,OF50002813,2013-09-03,20046082,,,00000000,0000000003,IC,001,RP3-----100A00000000000000011257,,0,2019-07-29 19:49:57.263
4468,01,OF,50002813,,1,2013-09-03,9999-12-31,,008,1846,OF50002813,2013-09-03,20028613,,,00000000,0000000001,RC,005,RP3-----100A00000000000000011293,,0,2019-07-29 19:49:57.263
4469,01,OF,50002813,,1,2013-09-03,9999-12-31,,010,1846,OF50002813,2013-09-03,20028613,,,00000000,0000000008,IC,003,RP3-----100A00000000000000011295,,0,2019-07-29 19:49:57.263
4470,01,OF,50002813,,1,2014-09-28,9999-12-31,,000,1846,OF50002813,2014-09-28,20013183,,,00000000,0000000005,IC,004,RP3-----100A00000000000000017118,,0,2019-07-29 19:49:57.263
4471,01,OF,50002813,,1,2015-02-19,9999-12-31,,000,1846,OF50002813,2015-02-19,20012011,,,00000000,0000000009,RC,006,RP3-----100A00000000000000019384,,0,2019-07-29 19:49:57.263
4472,01,OF,50002813,,1,2016-02-18,2017-10-22,,000,1846,OF50002813,2017-10-23,20012011,,,00000000,0000000007,RC,007,RP3-----100A00000000000000027654,,0,2019-07-29 19:49:57.263
4473,01,OF,50002813,,1,2017-10-23,9999-12-31,,000,1846,OF50002813,2017-10-23,20012011,,,00000000,0000000002,RC,008,RP3-----100A00000000000000036235,,0,2019-07-29 19:49:57.263
4474,01,OF,50002813,,1,2017-10-23,9999-12-31,,001,1846,OF50002813,2017-10-23,20012011,,,00000000,0000000011,IC,005,RP3-----100A00000000000000036236,,0,2019-07-29 19:49:57.263
4475,01,OF,50002814,,1,2013-09-03,2017-04-23,,006,1846,OF50002814,2017-04-24,20012011,,,00000000,0000000005,IC,004,RP3-----100A00000000000000011270,,0,2019-07-29 19:49:57.263
4476,01,OF,50002814,,1,2013-09-03,9999-12-31,,001,1846,OF50002814,2013-09-03,20046082,,,00000000,0000000009,RC,002,RP3-----100A00000000000000011265,,0,2019-07-29 19:49:57.263
4477,01,OF,50002814,,1,2013-09-03,9999-12-31,,003,1846,OF50002814,2013-09-03,20046082,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011267,,0,2019-07-29 19:49:57.263
4478,01,OF,50002814,,1,2013-09-03,9999-12-31,,004,1846,OF50002814,2013-09-03,20046082,,,00000000,0000000009,IC,002,RP3-----100A00000000000000011268,,0,2019-07-29 19:49:57.263
4479,01,OF,50002814,,1,2013-09-03,9999-12-31,,005,1846,OF50002814,2013-09-03,20046082,,,00000000,0000000003,IC,003,RP3-----100A00000000000000011269,,0,2019-07-29 19:49:57.263
4480,01,OF,50002814,,1,2013-09-03,9999-12-31,,007,1846,OF50002814,2013-09-03,20046082,,,00000000,0000000002,RC,001,RP3-----100A00000000000000011272,,0,2019-07-29 19:49:57.263
4481,01,OF,50002814,,1,2013-09-03,9999-12-31,,008,1846,OF50002814,2013-09-03,20028613,,,00000000,0000000001,RC,003,RP3-----100A00000000000000011287,,0,2019-07-29 19:49:57.263
4482,01,OF,50002814,,1,2013-09-03,9999-12-31,,009,1846,OF50002814,2013-09-03,20028613,,,00000000,0000000003,IC,005,RP3-----100A00000000000000011288,,0,2019-07-29 19:49:57.263
4483,01,OF,50002814,,1,2013-09-03,9999-12-31,,010,1846,OF50002814,2013-09-03,20028613,,,00000000,0000000009,IC,006,RP3-----100A00000000000000011289,,0,2019-07-29 19:49:57.263
4484,01,OF,50002814,,1,2014-09-28,2015-05-19,,000,1846,OF50002814,2015-05-20,20012011,,,00000000,0000000001,RC,004,RP3-----100A00000000000000017116,,0,2019-07-29 19:49:57.263
4485,01,OF,50002814,,1,2014-09-28,2017-04-23,,001,1846,OF50002814,2017-04-24,20012011,,,00000000,0000000001,RC,005,RP3-----100A00000000000000017117,,0,2019-07-29 19:49:57.263
4486,01,OF,50002814,,1,2015-02-19,2019-06-26,,000,1846,OF50002814,2019-06-27,20012011,,,00000000,0000000001,RC,006,RP3-----100A00000000000000019383,,0,2019-07-29 19:49:57.263
4487,01,OF,50002814,,1,2015-05-20,9999-12-31,,000,1846,OF50002814,2015-05-20,20012011,,,00000000,0000000001,RC,004,RP3-----100A00000000000000021962,,0,2019-07-29 19:49:57.263
4488,01,OF,50002814,,1,2016-02-18,2017-04-23,,002,1846,OF50002814,2017-04-24,20012011,,,00000000,0000000009,IC,007,RP3-----100A00000000000000027653,,0,2019-07-29 19:49:57.263
4489,01,OF,50002814,,1,2016-02-18,2017-10-22,,000,1846,OF50002814,2017-10-23,20012011,,,00000000,0000000001,RC,007,RP3-----100A00000000000000027651,,0,2019-07-29 19:49:57.263
4490,01,OF,50002814,,1,2016-02-18,2017-10-22,,001,1846,OF50002814,2017-10-23,20012011,,,00000000,0000000001,RC,008,RP3-----100A00000000000000027652,,0,2019-07-29 19:49:57.263
4491,01,OF,50002814,,1,2017-04-24,9999-12-31,,000,1846,OF50002814,2017-04-24,20012011,,,00000000,0000000005,IC,004,RP3-----100A00000000000000033326,,0,2019-07-29 19:49:57.263
4492,01,OF,50002814,,1,2017-10-23,9999-12-31,,000,1846,OF50002814,2017-10-23,20012011,,,00000000,0000000001,RC,007,RP3-----100A00000000000000036232,,0,2019-07-29 19:49:57.263
4493,01,OF,50002814,,1,2017-10-23,9999-12-31,,001,1846,OF50002814,2017-10-23,20012011,,,00000000,0000000001,RC,008,RP3-----100A00000000000000036233,,0,2019-07-29 19:49:57.263
4494,01,OF,50002814,,1,2019-06-27,9999-12-31,,000,1846,OF50002814,2019-06-27,20012011,,,00000000,0000000001,RC,006,RP3-----100A00000000000000048980,,0,2019-07-29 19:49:57.263
4495,01,OF,50002817,,1,2013-09-03,2014-02-03,,000,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000002,RC,001,RP3-----100A00000000000000011297,,0,2019-07-29 19:49:57.263
4496,01,OF,50002817,,1,2013-09-03,2014-02-03,,001,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000009,RC,002,RP3-----100A00000000000000011298,,0,2019-07-29 19:49:57.263
4497,01,OF,50002817,,1,2013-09-03,2014-02-03,,002,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000002,RC,003,RP3-----100A00000000000000011299,,0,2019-07-29 19:49:57.263
4498,01,OF,50002817,,1,2013-09-03,2014-02-03,,003,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000003,IC,001,RP3-----100A00000000000000011300,,0,2019-07-29 19:49:57.263
4499,01,OF,50002817,,1,2013-09-03,2014-02-03,,004,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000004,IC,002,RP3-----100A00000000000000011301,,0,2019-07-29 19:49:57.263
4500,01,OF,50002817,,1,2013-09-03,2014-02-03,,005,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000005,IC,003,RP3-----100A00000000000000011302,,0,2019-07-29 19:49:57.263
4501,01,OF,50002817,,1,2013-09-03,2014-02-03,,006,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000007,IC,004,RP3-----100A00000000000000011303,,0,2019-07-29 19:49:57.263
4502,01,OF,50002817,,1,2013-09-03,2014-02-03,,007,1846,OF50002817,2014-02-04,20013183,,,00000000,0000000008,IC,005,RP3-----100A00000000000000011304,,0,2019-07-29 19:49:57.263
4503,01,OF,50002818,,1,2013-09-03,2014-02-06,,000,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000002,RC,001,RP3-----100A00000000000000011306,,0,2019-07-29 19:49:57.263
4504,01,OF,50002818,,1,2013-09-03,2014-02-06,,001,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000006,RC,002,RP3-----100A00000000000000011307,,0,2019-07-29 19:49:57.263
4505,01,OF,50002818,,1,2013-09-03,2014-02-06,,002,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000002,RC,003,RP3-----100A00000000000000011308,,0,2019-07-29 19:49:57.263
4506,01,OF,50002818,,1,2013-09-03,2014-02-06,,003,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000002,RC,004,RP3-----100A00000000000000011309,,0,2019-07-29 19:49:57.263
4507,01,OF,50002818,,1,2013-09-03,2014-02-06,,004,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000004,IC,001,RP3-----100A00000000000000011310,,0,2019-07-29 19:49:57.263
4508,01,OF,50002818,,1,2013-09-03,2014-02-06,,005,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000004,IC,002,RP3-----100A00000000000000011311,,0,2019-07-29 19:49:57.263
4509,01,OF,50002818,,1,2013-09-03,2014-02-06,,006,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000008,IC,003,RP3-----100A00000000000000011312,,0,2019-07-29 19:49:57.263
4510,01,OF,50002818,,1,2013-09-03,2014-02-06,,007,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000007,IC,004,RP3-----100A00000000000000011313,,0,2019-07-29 19:49:57.263
4511,01,OF,50002818,,1,2013-09-03,2014-02-06,,008,1846,OF50002818,2014-02-07,20013183,,,00000000,0000000003,IC,005,RP3-----100A00000000000000011314,,0,2019-07-29 19:49:57.263
4512,01,OF,50002820,,1,2013-09-04,2015-05-31,,000,1846,OF50002820,2015-06-01,20012011,,,00000000,0000000009,RC,001,RP3-----100A00000000000000011318,,0,2019-07-29 19:49:57.263
4513,01,OF,50002820,,1,2013-09-04,2015-05-31,,002,1846,OF50002820,2015-06-01,20012011,,,00000000,0000000011,IC,001,RP3-----100A00000000000000011320,,0,2019-07-29 19:49:57.263
4514,01,OF,50002820,,1,2013-09-04,2015-05-31,,004,1846,OF50002820,2015-06-01,20012011,,,00000000,0000000007,IC,003,RP3-----100A00000000000000011322,,0,2019-07-29 19:49:57.263
4515,01,OF,50002820,,1,2013-09-04,2015-05-31,,005,1846,OF50002820,2015-06-01,20012011,,,00000000,0000000005,IC,004,RP3-----100A00000000000000011323,,0,2019-07-29 19:49:57.263
4516,01,OF,50002820,,1,2013-09-04,2015-05-31,,006,1846,OF50002820,2015-06-01,20012011,,,00000000,0000000008,IC,005,RP3-----100A00000000000000011324,,0,2019-07-29 19:49:57.263
4517,01,OF,50002820,,1,2013-09-04,2015-05-31,,007,1846,OF50002820,2015-06-01,20012011,,,00000000,0000000003,IC,002,RP3-----100A00000000000000011331,,0,2019-07-29 19:49:57.263
